ID,Data,Ora,Tipo,Causa,Meteo,Visibilità,N.Illesi,N.Feriti,N.PrognosiRiservata,N.Deceduti
3632210,Roma,06-01-2018,16:30,Infortunio per caduta del veicolo,,Sereno,Buona,3,1,0,0
3632225,Roma,09-01-2018,11:50,Investimento di pedone,,Pioggia in atto,Buona,1,1,0,0
3632227,Roma,09-01-2018,20:10,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Sufficiente,2,1,0,0
3632243,Roma,09-01-2018,15:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3632252,Roma,09-01-2018,18:00,Veicolo in marcia contro ostacolo fisso,,,,2,0,0,0
3632260,Roma,09-01-2018,07:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3632269,Roma,10-01-2018,02:20,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3632285,Roma,09-01-2018,18:00,Investimento di pedone,,Pioggia in atto,Sufficiente,1,0,0,1
3632287,Roma,09-01-2018,15:20,Veicolo in marcia contro veicoli in sosta,,Nuvoloso,Buona,0,2,0,0
3632292,Roma,09-01-2018,,Veicolo in marcia contro veicolo in sosta,,,,2,0,0,0
3632293,Roma,09-01-2018,20:50,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,3,0,0,0
3632296,Roma,10-01-2018,08:20,Tamponamento,,Sereno,Buona,1,1,0,0
3632302,Roma,10-01-2018,08:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3632305,Roma,09-01-2018,09:10,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3632308,Roma,09-01-2018,21:55,Tamponamento Multiplo,,Pioggia in atto,Buona,4,0,0,0
3632315,Roma,09-01-2018,16:05,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,2,0,0
3632319,Roma,09-01-2018,15:20,Tamponamento Multiplo,,Pioggia in atto,Buona,4,0,0,0
3632327,Roma,09-01-2018,14:05,Veicolo in marcia contro ostacolo fisso,,,,0,1,0,0
3632330,Roma,09-01-2018,12:00,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3632333,Roma,09-01-2018,08:55,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3632372,Roma,09-01-2018,20:30,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3632376,Roma,10-01-2018,01:55,Veicoli in marcia contro veicolo fermo,,,,1,0,0,0
3632379,Roma,09-01-2018,16:00,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3632420,Roma,09-01-2018,16:15,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3632526,Roma,10-01-2018,09:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,0,3,0,0
3632539,Roma,09-01-2018,20:15,Tamponamento,,Pioggia in atto,Sufficiente,3,1,0,0
3632557,Roma,09-01-2018,20:20,Investimento di pedone,,Pioggia in atto,Buona,1,1,0,0
3632587,Roma,09-01-2018,11:20,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3632663,Roma,10-01-2018,08:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3632671,Roma,09-01-2018,18:30,Ribaltamento senza urto contro ostacolo fisso,,Pioggia in atto,Sufficiente,1,1,0,0
3632703,Roma,10-01-2018,12:00,Tamponamento,,Sereno,Buona,3,0,0,0
3632704,Roma,10-01-2018,09:00,Investimento di pedone,,Sereno,Buona,1,1,0,0
3632716,Roma,10-01-2018,07:00,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
3632720,Roma,03-01-2018,18:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3632726,Roma,10-01-2018,09:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3632757,Roma,10-01-2018,10:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3632759,Roma,10-01-2018,00:15,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Sufficiente,1,0,0,0
3632772,Roma,10-01-2018,10:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3632846,Roma,10-01-2018,11:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3632851,Roma,09-01-2018,22:35,Veicolo in marcia contro ostacolo fisso,,Pioggia in atto,Sufficiente,3,0,0,0
3632882,Roma,09-01-2018,17:45,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,1,1,0,0
3632883,Roma,09-01-2018,15:40,Veicolo in marcia contro veicolo fermo,,Nuvoloso,Sufficiente,2,0,0,0
3632885,Roma,09-01-2018,09:20,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3632903,Roma,10-01-2018,13:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3632915,Roma,10-01-2018,12:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3632962,Roma,10-01-2018,09:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3632978,Roma,10-01-2018,13:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3633008,Roma,10-01-2018,14:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3633093,Roma,10-01-2018,10:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3633229,Roma,10-01-2018,16:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3633261,Roma,10-01-2018,11:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,1,0,0
3633296,Roma,10-01-2018,13:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,2,0,0
3633309,Roma,10-01-2018,17:35,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,1,2,0,0
3633314,Roma,10-01-2018,07:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3633317,Roma,10-01-2018,13:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3633318,Roma,10-01-2018,08:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3633321,Roma,10-01-2018,11:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,0,1,0,0
3633322,Roma,10-01-2018,10:00,Veicolo in marcia contro ostacolo fisso,,,,1,0,0,0
3633326,Roma,10-01-2018,15:50,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3633327,Roma,10-01-2018,11:15,Veicolo in marcia contro veicolo fermo,,,,2,0,0,0
3633428,Roma,10-01-2018,17:50,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3633515,Roma,10-01-2018,15:00,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3633531,Roma,10-01-2018,23:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,1,0,0,0
3633532,Roma,10-01-2018,23:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,1,0,0,0
3633533,Roma,10-01-2018,22:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,1,0,0,0
3633671,Roma,10-01-2018,07:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3633679,Roma,10-01-2018,15:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3633683,Roma,10-01-2018,15:00,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
3633690,Roma,10-01-2018,09:15,Tamponamento,,Sereno,Sufficiente,2,0,0,0
3633691,Roma,10-01-2018,07:40,Tamponamento Multiplo,,Sereno,Buona,3,1,0,0
3633692,Roma,10-01-2018,09:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3633693,Roma,10-01-2018,17:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,1,0,0,0
3633696,Roma,10-01-2018,17:31,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
3633698,Roma,10-01-2018,10:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3633701,Roma,10-01-2018,12:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3633706,Roma,10-01-2018,14:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3633709,Roma,10-01-2018,09:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3633711,Roma,10-01-2018,08:30,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3633712,Roma,10-01-2018,11:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3633713,Roma,10-01-2018,15:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3633718,Roma,10-01-2018,16:30,Tamponamento,,Sereno,Buona,6,0,0,0
3633722,Roma,10-01-2018,16:30,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3633727,Roma,10-01-2018,15:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3633741,Roma,10-01-2018,16:25,Veicolo in marcia contro veicoli in arresto,,Sereno,Buona,1,1,0,0
3633749,Roma,10-01-2018,18:45,Tamponamento,,Sereno,Buona,2,0,0,0
3633755,Roma,10-01-2018,12:00,Tamponamento Multiplo,,Sereno,Buona,3,1,0,0
3633767,Roma,10-01-2018,18:00,Investimento di pedone,,Sereno,Buona,1,1,0,0
3633777,Roma,09-01-2018,14:45,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,0,0,0
3633780,Roma,10-01-2018,11:45,Tamponamento,,Sereno,Buona,4,0,0,0
3633782,Roma,10-01-2018,11:26,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3633786,Roma,10-01-2018,15:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,1,0,0
3633788,Roma,10-01-2018,18:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,1,0,0,0
3633795,Roma,09-01-2018,20:00,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,3,0,0,0
3633796,Roma,10-01-2018,15:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3633804,Roma,11-01-2018,07:30,Tamponamento,,Pioggia in atto,Buona,2,1,0,0
3633811,Roma,11-01-2018,07:05,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3633815,Roma,10-01-2018,21:20,Tamponamento,,Sereno,Buona,2,0,0,0
3633819,Roma,10-01-2018,23:00,Investimento di pedone,,Sereno,Buona,1,1,0,0
3633821,Roma,10-01-2018,23:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3633826,Roma,10-01-2018,10:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3633829,Roma,10-01-2018,11:35,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3633839,Roma,10-01-2018,14:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3633861,Roma,10-01-2018,16:30,Tamponamento,,Sereno,Buona,1,1,0,0
3633875,Roma,11-01-2018,07:15,Tamponamento,,Pioggia in atto,Buona,2,0,0,0
3633889,Roma,11-01-2018,07:25,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,3,1,0,0
3633918,Roma,10-01-2018,16:45,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3633932,Roma,10-01-2018,13:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,1,0,0
3633945,Roma,09-01-2018,22:30,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Sufficiente,5,0,0,0
3633948,Roma,10-01-2018,09:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3633954,Roma,10-01-2018,07:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3633957,Roma,10-01-2018,17:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3633962,Roma,10-01-2018,07:55,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3634006,Roma,11-01-2018,09:40,Tamponamento,,Pioggia in atto,Buona,1,1,0,0
3634017,Roma,11-01-2018,07:10,Investimento di pedone,,Pioggia in atto,Buona,1,1,0,0
3634046,Roma,10-01-2018,08:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3634064,Roma,10-01-2018,14:20,Tamponamento Multiplo,,Nuvoloso,Buona,4,0,0,0
3634065,Roma,10-01-2018,15:35,Infortunio per sola frenata improvvisa,,Sereno,Buona,1,1,0,0
3634081,Roma,10-01-2018,18:10,Tamponamento,,Sereno,Buona,1,0,0,0
3634102,Roma,10-01-2018,08:50,Tamponamento Multiplo,,Nuvoloso,Buona,2,0,0,0
3634128,Roma,09-01-2018,21:20,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Sufficiente,3,0,0,0
3634134,Roma,11-01-2018,08:00,Investimento di pedone,,Pioggia in atto,Buona,1,1,0,0
3634169,Roma,10-01-2018,17:00,Investimento di pedone,,Sereno,Sufficiente,1,1,0,0
3634180,Roma,06-01-2018,11:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3634181,Roma,11-01-2018,09:05,Tamponamento Multiplo,,Nuvoloso,Buona,3,0,0,0
3634191,Roma,10-01-2018,20:20,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3634207,Roma,10-01-2018,09:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3634242,Roma,11-01-2018,00:15,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3634250,Roma,10-01-2018,12:20,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,5,0,0,0
3634264,Roma,10-01-2018,09:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3634275,Roma,10-01-2018,23:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3634281,Roma,10-01-2018,11:40,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,2,0,0,0
3634289,Roma,11-01-2018,10:15,Tamponamento Multiplo,,Nuvoloso,Buona,3,2,0,0
3634290,Roma,10-01-2018,07:15,Tamponamento,,Sereno,Buona,2,0,0,0
3634321,Roma,10-01-2018,11:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3634351,Roma,11-01-2018,11:10,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3634463,Roma,10-01-2018,17:00,Tamponamento,,Sereno,Buona,1,1,0,0
3634471,Roma,11-01-2018,07:45,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,2,2,0,0
3634499,Roma,09-01-2018,18:10,Investimento di pedone,,Pioggia in atto,Insufficiente,1,1,0,0
3634522,Roma,10-01-2018,08:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3634561,Roma,11-01-2018,14:00,Tamponamento,,Pioggia in atto,Buona,2,0,0,0
3634562,Roma,09-01-2018,19:15,Investimento di pedone,,Pioggia in atto,Sufficiente,1,1,0,0
3634592,Roma,11-01-2018,07:05,Investimento di pedone,,Pioggia in atto,Insufficiente,0,2,0,0
3634629,Roma,11-01-2018,,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,1,0,0,0
3634639,Roma,11-01-2018,09:40,Tamponamento Multiplo,,Nuvoloso,Sufficiente,3,1,0,0
3634651,Roma,11-01-2018,13:40,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3634667,Roma,09-01-2018,08:40,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3634673,Roma,10-01-2018,15:25,Tamponamento,,Sereno,Buona,3,0,0,0
3634685,Roma,11-01-2018,12:35,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3634686,Roma,10-01-2018,02:00,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,2,0,0,0
3634793,Roma,11-01-2018,13:45,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,2,1,0,0
3634794,Roma,11-01-2018,12:10,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3634848,Roma,11-01-2018,06:30,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Sufficiente,1,1,0,0
3634868,Roma,11-01-2018,11:05,Fuoriuscita dalla sede stradale,,Nuvoloso,Buona,0,1,0,0
3634877,Roma,11-01-2018,08:55,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3634888,Roma,11-01-2018,10:50,Tamponamento Multiplo,,Pioggia in atto,Buona,2,1,0,0
3634930,Roma,11-01-2018,08:00,Fuoriuscita dalla sede stradale,,Pioggia in atto,Buona,0,1,0,0
3634942,Roma,11-01-2018,18:30,Investimento di pedone,,Pioggia in atto,Insufficiente,1,1,0,0
3634961,Roma,11-01-2018,10:20,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3634972,Roma,11-01-2018,10:40,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,4,0,0,0
3634986,Roma,11-01-2018,13:10,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,3,0,0,0
3634988,Roma,11-01-2018,17:30,Infortunio per sola frenata improvvisa,,Pioggia in atto,Sufficiente,0,1,0,0
3634997,Roma,11-01-2018,18:20,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,3,0,0,0
3635002,Roma,11-01-2018,18:00,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3635023,Roma,11-01-2018,08:45,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3635292,Roma,11-01-2018,19:15,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3635307,Roma,12-01-2018,10:40,Scontro frontale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3635313,Roma,11-01-2018,07:20,Scontro frontale fra veicoli in marcia,,Pioggia in atto,Sufficiente,1,1,0,0
3635314,Roma,11-01-2018,18:45,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3635316,Roma,11-01-2018,18:05,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3635317,Roma,11-01-2018,13:15,Scontro frontale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3635318,Roma,11-01-2018,20:25,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3635323,Roma,11-01-2018,13:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3635325,Roma,11-01-2018,11:15,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3635333,Roma,11-01-2018,21:20,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Insufficiente,1,0,0,0
3635335,Roma,11-01-2018,20:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3635336,Roma,11-01-2018,16:25,Fuoriuscita dalla sede stradale,,Nuvoloso,Buona,0,1,0,0
3635337,Roma,11-01-2018,15:10,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3635339,Roma,11-01-2018,18:45,Investimento di pedone,,Pioggia in atto,Buona,2,0,0,1
3635341,Roma,11-01-2018,07:10,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,1,0,0,0
3635346,Roma,11-01-2018,13:25,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Sufficiente,2,0,0,0
3635348,Roma,11-01-2018,16:25,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3635349,Roma,11-01-2018,09:15,Tamponamento,,Pioggia in atto,Buona,2,0,0,0
3635354,Roma,11-01-2018,09:45,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3635356,Roma,11-01-2018,18:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3635370,Roma,11-01-2018,19:45,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Sufficiente,1,1,0,0
3635387,Roma,12-01-2018,00:15,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,3,0,0,0
3635401,Roma,11-01-2018,20:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Sufficiente,3,0,0,0
3635405,Roma,11-01-2018,19:10,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,1,0,0,0
3635414,Roma,11-01-2018,14:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3635416,Roma,10-01-2018,19:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3635444,Roma,11-01-2018,18:50,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3635456,Roma,11-01-2018,13:10,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3635463,Roma,11-01-2018,07:10,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,4,0,0,0
3635465,Roma,07-01-2018,05:00,Tamponamento,,Sereno,Buona,2,0,0,0
3635470,Roma,11-01-2018,17:50,Investimento di pedone,,Nuvoloso,Sufficiente,0,2,0,0
3635482,Roma,11-01-2018,10:00,Fuoriuscita dalla sede stradale,,Pioggia in atto,Buona,0,1,0,0
3635499,Roma,11-01-2018,11:10,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3635508,Roma,11-01-2018,09:45,Veicolo in marcia contro veicolo fermo,,Nuvoloso,Buona,2,1,0,0
3635513,Roma,10-01-2018,04:20,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,0,0,0
3635525,Roma,11-01-2018,12:15,Tamponamento,,Pioggia in atto,Buona,3,0,0,0
3635565,Roma,11-01-2018,19:30,Investimento di pedone,,Pioggia in atto,Sufficiente,2,2,0,0
3635574,Roma,11-01-2018,11:30,Infortunio per sola frenata improvvisa,,Nuvoloso,Buona,1,0,0,0
3635578,Roma,11-01-2018,08:15,Veicolo in marcia contro ostacolo fisso,,Pioggia in atto,Buona,0,1,0,0
3635596,Roma,11-01-2018,11:45,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3635600,Roma,11-01-2018,10:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3635603,Roma,11-01-2018,11:45,Tamponamento Multiplo,,Nuvoloso,Buona,3,0,0,0
3635606,Roma,10-01-2018,08:30,Infortunio per sola frenata improvvisa,,Sereno,Buona,1,1,0,0
3635611,Roma,11-01-2018,12:00,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3635632,Roma,11-01-2018,14:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3635636,Roma,11-01-2018,14:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3635641,Roma,12-01-2018,09:50,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3635650,Roma,12-01-2018,06:50,Infortunio per sola frenata improvvisa,,Pioggia in atto,Sufficiente,1,1,0,0
3635653,Roma,11-01-2018,22:10,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3635655,Roma,11-01-2018,17:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3635661,Roma,10-01-2018,09:05,Investimento di pedone,,,,1,1,0,0
3635665,Roma,11-01-2018,18:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3635688,Roma,10-01-2018,17:30,Investimento di pedone,,Sereno,Insufficiente,1,1,0,0
3635692,Roma,11-01-2018,05:50,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3635706,Roma,11-01-2018,06:45,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3635713,Roma,11-01-2018,16:10,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Sufficiente,3,0,0,0
3635715,Roma,12-01-2018,02:30,Infortunio per sola frenata improvvisa,,Pioggia in atto,Sufficiente,0,1,0,0
3635728,Roma,11-01-2018,19:30,Veicolo in marcia contro veicoli in sosta,,Pioggia in atto,Buona,1,0,0,0
3635737,Roma,11-01-2018,14:15,Tamponamento,,Pioggia in atto,Buona,1,0,0,0
3635745,Roma,12-01-2018,10:30,Tamponamento,,Nuvoloso,Buona,4,0,0,0
3635754,Roma,01-01-2018,19:30,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,0,0,0
3635757,Roma,12-01-2018,09:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3635771,Roma,11-01-2018,17:35,Tamponamento Multiplo,,Pioggia in atto,Buona,3,1,0,0
3635801,Roma,11-01-2018,09:30,Infortunio per sola frenata improvvisa,,Nuvoloso,Buona,2,0,0,0
3635802,Roma,12-01-2018,07:50,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,0,0,0
3635803,Roma,11-01-2018,09:50,Infortunio per sola frenata improvvisa,,Nuvoloso,Buona,0,1,0,0
3635807,Roma,11-01-2018,22:15,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,1,0,0,0
3635842,Roma,12-01-2018,09:40,Tamponamento,,Nuvoloso,Buona,3,0,0,0
3635859,Roma,12-01-2018,06:55,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,2,1,0,0
3635891,Roma,10-01-2018,18:45,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,2,1,0,0
3635895,Roma,12-01-2018,02:30,Veicolo in marcia contro ostacolo fisso,,,,0,1,0,0
3635951,Roma,03-01-2018,17:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3636064,Roma,12-01-2018,11:05,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3636107,Roma,12-01-2018,14:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3636170,Roma,11-01-2018,12:30,Veicolo in marcia contro veicolo fermo,,Nuvoloso,Buona,2,1,0,0
3636202,Roma,12-01-2018,08:45,Infortunio per sola frenata improvvisa,,Nuvoloso,Buona,0,1,0,0
3636233,Roma,10-01-2018,10:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3636255,Roma,11-01-2018,21:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3636401,Roma,12-01-2018,08:50,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3636418,Roma,12-01-2018,16:30,Tamponamento,,Sereno,Buona,3,0,0,0
3636419,Roma,12-01-2018,00:15,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,1,1,0,0
3636430,Roma,12-01-2018,09:30,Tamponamento Multiplo,,Nuvoloso,Buona,3,0,0,0
