ID,Citta',Via,FondoStradale,Pavimentazione,Illuminazione,Coordinate
3670766,Roma,VIA TOMMASO ARCIDIACONO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.50879,41.82292)"
3670780,Roma,VIA FEDERICO OZANAM,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.44958,41.87692)"
3670801,Roma,VIALE EGEO,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.47281,41.83964)"
3670810,Roma,VIA BERNARDO BLUMENSTIHL,Asciutto,Asfaltata,Ore Diurne,"(12.44182,41.93645)"
3670810,Roma,VIA BERNARDO BLUMENSTIHL,Asciutto,Asfaltata,Ore Diurne,"(12.44182,41.93645)"
3670810,Roma,VIA BERNARDO BLUMENSTIHL,Asciutto,Asfaltata,Ore Diurne,"(12.44182,41.93645)"
3670810,Roma,VIA BERNARDO BLUMENSTIHL,Asciutto,Asfaltata,Ore Diurne,"(12.44182,41.93645)"
3670810,Roma,VIA BERNARDO BLUMENSTIHL,Asciutto,Asfaltata,Ore Diurne,"(12.44182,41.93645)"
3670827,Roma,VIA GIACINTO CARINI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46094,41.88518)"
3670827,Roma,VIA GIACINTO CARINI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46094,41.88518)"
3670831,Roma,VIALE BRUNO RIZZIERI,Asciutto,Asfaltata,Sufficiente,"(12.58322,41.85186)"
3670831,Roma,VIALE BRUNO RIZZIERI,Asciutto,Asfaltata,Sufficiente,"(12.58322,41.85186)"
3670831,Roma,VIALE BRUNO RIZZIERI,Asciutto,Asfaltata,Sufficiente,"(12.58322,41.85186)"
3670831,Roma,VIALE BRUNO RIZZIERI,Asciutto,Asfaltata,Sufficiente,"(12.58322,41.85186)"
3670831,Roma,VIALE BRUNO RIZZIERI,Asciutto,Asfaltata,Sufficiente,"(12.58322,41.85186)"
3670837,Roma,VIA LAURENTINA,Asciutto,Asfaltata,Ore Diurne,"(12.4651,41.81747)"
3670837,Roma,VIA LAURENTINA,Asciutto,Asfaltata,Ore Diurne,"(12.4651,41.81747)"
3670837,Roma,VIA LAURENTINA,Asciutto,Asfaltata,Ore Diurne,"(12.4651,41.81747)"
3670837,Roma,VIA LAURENTINA,Asciutto,Asfaltata,Ore Diurne,"(12.4651,41.81747)"
3670837,Roma,VIA LAURENTINA,Asciutto,Asfaltata,Ore Diurne,"(12.4651,41.81747)"
3670837,Roma,VIA LAURENTINA,Asciutto,Asfaltata,Ore Diurne,"(12.4651,41.81747)"
3670838,Roma,VIA DELLA GIULIANA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.45362,41.91499)"
3670838,Roma,VIA DELLA GIULIANA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.45362,41.91499)"
3670859,Roma,VIALE AMERICA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.46294,41.83098)"
3670859,Roma,VIALE AMERICA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.46294,41.83098)"
3670862,Roma,VIA DUCHESSA DI GALLIERA,Asciutto,Asfaltata,Ore Diurne,"(12.44783,41.86787)"
3670862,Roma,VIA DUCHESSA DI GALLIERA,Asciutto,Asfaltata,Ore Diurne,"(12.44783,41.86787)"
3670862,Roma,VIA DUCHESSA DI GALLIERA,Asciutto,Asfaltata,Ore Diurne,"(12.44783,41.86787)"
3670872,Roma,VIA MENTORE MAGGINI,Bagnato (pioggia),Con buche,Ore Diurne,"(12.49344,41.82327)"
3670880,Roma,VIA DI PORTA MEDAGLIA,Bagnato (pioggia),Asfaltata,Inesistente,"(12.52803,41.75633)"
3670880,Roma,VIA DI PORTA MEDAGLIA,Bagnato (pioggia),Asfaltata,Inesistente,"(12.52803,41.75633)"
3670880,Roma,VIA DI PORTA MEDAGLIA,Bagnato (pioggia),Asfaltata,Inesistente,"(12.52803,41.75633)"
3670886,Roma,VIALE DI TRASTEVERE,Asciutto,Asfaltata,Ore Diurne,"(12.46563,41.87569)"
3670886,Roma,VIALE DI TRASTEVERE,Asciutto,Asfaltata,Ore Diurne,"(12.46563,41.87569)"
3670886,Roma,VIALE DI TRASTEVERE,Asciutto,Asfaltata,Ore Diurne,"(12.46563,41.87569)"
3670895,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne,"(12.4243,41.83404)"
3670895,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne,"(12.4243,41.83404)"
3670913,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne,"(12.45478,41.84234)"
3670913,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne,"(12.45478,41.84234)"
3670913,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne,"(12.45478,41.84234)"
3670913,Roma,VIA DELLA MAGLIANA,Asciutto,Asfaltata,Ore Diurne,"(12.45478,41.84234)"
3671053,Roma,VIA DEI MONTI DI PIETRALATA,Asciutto,Asfaltata,Ore Diurne,"(12.53118,41.92269)"
3671191,Roma,VIALE GIUSEPPE CAPPI,Asciutto,Asfaltata,Sufficiente,"(12.58852,41.94544)"
3671191,Roma,VIALE GIUSEPPE CAPPI,Asciutto,Asfaltata,Sufficiente,"(12.58852,41.94544)"
3671191,Roma,VIALE GIUSEPPE CAPPI,Asciutto,Asfaltata,Sufficiente,"(12.58852,41.94544)"
3671200,Roma,VIA LUIGI TOSTI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.52012,41.87373)"
3671202,Roma,VIA LAURENTINA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.48154,41.78543)"
3671202,Roma,VIA LAURENTINA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.48154,41.78543)"
3671202,Roma,VIA LAURENTINA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.48154,41.78543)"
3671202,Roma,VIA LAURENTINA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.48154,41.78543)"
3671202,Roma,VIA LAURENTINA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.48154,41.78543)"
3671204,Roma,LARGO DELLA SANITA' MILITARE,Asciutto,Asfaltata,Ore Diurne,"(12.49567,41.88611)"
3671204,Roma,LARGO DELLA SANITA' MILITARE,Asciutto,Asfaltata,Ore Diurne,"(12.49567,41.88611)"
3671206,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne,"(12.41155,41.78584)"
3671207,Roma,VIA DI TORRENOVA,Asciutto,Asfaltata,Sufficiente,"(12.61893,41.86479)"
3671207,Roma,VIA DI TORRENOVA,Asciutto,Asfaltata,Sufficiente,"(12.61893,41.86479)"
3671208,Roma,VIALE DELL'UMANESIMO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46947,41.82324)"
3671216,Roma,VIA MARIO PASTORE,,,,"(12.60719,41.85034)"
3671217,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12.6165,41.89328)"
3671217,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12.6165,41.89328)"
3671219,Roma,PIAZZA S. LEONARDO DA PORTO MAURIZIO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.36541,41.78319)"
3671219,Roma,PIAZZA S. LEONARDO DA PORTO MAURIZIO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.36541,41.78319)"
3671223,Roma,VIALE DELLA SORBONA,Asciutto,Asfaltata,Sufficiente,"(12.61209,41.85466)"
3671223,Roma,VIALE DELLA SORBONA,Asciutto,Asfaltata,Sufficiente,"(12.61209,41.85466)"
3671223,Roma,VIALE DELLA SORBONA,Asciutto,Asfaltata,Sufficiente,"(12.61209,41.85466)"
3671226,Roma,VIA DI LUNGHEZZINA,,,,"(,)"
3671226,Roma,VIA DI LUNGHEZZINA,,,,"(,)"
3671226,Roma,VIA DI LUNGHEZZINA,,,,"(,)"
3671229,Roma,VIA VILLABATE,,,,"(12.65144,41.86925)"
3671248,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Sufficiente,"(12.35481,41.82787)"
3671248,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Sufficiente,"(12.35481,41.82787)"
3671249,Roma,VIA FIUME GIALLO,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.4312,41.81135)"
3671251,Roma,VIA DEI PRATI DEI PAPA,Asciutto,Asfaltata,Ore Diurne,"(12.46685,41.86608)"
3671254,Roma,VIA PIEVE DI CADORE,Asciutto,Asfaltata,Sufficiente,"(12.4382,41.93973)"
3671266,Roma,VIA DEL ROSMARINO,Asciutto,Asfaltata,Ore Diurne,"(12.35443,41.78686)"
3671266,Roma,VIA DEL ROSMARINO,Asciutto,Asfaltata,Ore Diurne,"(12.35443,41.78686)"
3671266,Roma,VIA DEL ROSMARINO,Asciutto,Asfaltata,Ore Diurne,"(12.35443,41.78686)"
3671266,Roma,VIA DEL ROSMARINO,Asciutto,Asfaltata,Ore Diurne,"(12.35443,41.78686)"
3671269,Roma,VIA FLAMINIA NUOVA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.47917,41.96087)"
3671269,Roma,VIA FLAMINIA NUOVA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.47917,41.96087)"
3671269,Roma,VIA FLAMINIA NUOVA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.47917,41.96087)"
3671274,Roma,VIALE DEI ROMAGNOLI,Asciutto,Asfaltata,Sufficiente,"(12.32241,41.76913)"
3671275,Roma,VIA RAIMONDO SCINTU,Asciutto,Con buche,Sufficiente,"(12.58002,41.85457)"
3671278,Roma,VIA RAIMONDO SCINTU,Asciutto,Con buche,Ore Diurne,"(12.58002,41.85457)"
3671280,Roma,VIA FLAVIA,Asciutto,In cubetti di porfido,Sufficiente,"(12.49649,41.90671)"
3671285,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Sufficiente,"(12.56359,41.85596)"
3671290,Roma,VIA DI BACCANELLO,Asciutto,Asfaltata,Sufficiente,"(12.35476,42.06294)"
3671290,Roma,VIA DI BACCANELLO,Asciutto,Asfaltata,Sufficiente,"(12.35476,42.06294)"
3671305,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12.57136,41.89496)"
3671305,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12.57136,41.89496)"
3671305,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12.57136,41.89496)"
3671312,Roma,VIA VAL DI SANGRO,Asciutto,Asfaltata,Sufficiente,"(12.52191,41.94458)"
3671312,Roma,VIA VAL DI SANGRO,Asciutto,Asfaltata,Sufficiente,"(12.52191,41.94458)"
3671340,Roma,VIALE PALMIRO TOGLIATTI,Asciutto,Asfaltata,Ore Diurne,"(9.644,45.397)"
3671340,Roma,VIALE PALMIRO TOGLIATTI,Asciutto,Asfaltata,Ore Diurne,"(9.644,45.397)"
3671408,Roma,VIA NOMENTANA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.57634,41.95517)"
3671408,Roma,VIA NOMENTANA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.57634,41.95517)"
3671408,Roma,VIA NOMENTANA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.57634,41.95517)"
3671408,Roma,VIA NOMENTANA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.57634,41.95517)"
3671423,Roma,VIA DI CASAL DEL MARMO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.38899,41.94215)"
3671423,Roma,VIA DI CASAL DEL MARMO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.38899,41.94215)"
3671436,Roma,VIA DI MALAFEDE,Asciutto,Asfaltata,Sufficiente,"(12.38932,41.79268)"
3671438,Roma,VIALE DI TOR DI QUINTO,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.48645,41.94579)"
3671473,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne,"(12.49713,41.91087)"
3671473,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne,"(12.49713,41.91087)"
3671473,Roma,CORSO D'ITALIA,Asciutto,Asfaltata,Ore Diurne,"(12.49713,41.91087)"
3671476,Roma,VIA CESARE FRACASSINI,Asciutto,Asfaltata,Ore Diurne,"(12.47015,41.92334)"
3671479,Roma,PIAZZA APOLLODORO,Asciutto,Asfaltata,Sufficiente,"(12.47005,41.92902)"
3671479,Roma,PIAZZA APOLLODORO,Asciutto,Asfaltata,Sufficiente,"(12.47005,41.92902)"
3671484,Roma,LUNGOTEVERE GRANDE A.GLIO THAON DI REVEL,Asciutto,Asfaltata,Ore Diurne,"(12.46474,41.93268)"
3671486,Roma,VIA DEL FOSSO DI DRAGONCELLO,Asciutto,Strada pavimentata dissestata,Ore Diurne,"(12.32991,41.75701)"
3671492,Roma,PIAZZALE CLODIO,Asciutto,Asfaltata,Ore Diurne,"(12.45597,41.91808)"
3671492,Roma,PIAZZALE CLODIO,Asciutto,Asfaltata,Ore Diurne,"(12.45597,41.91808)"
3671552,Roma,VIA NOMENTANA,,,,"(,)"
3671571,Roma,VIA TIBURTINA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.55694,41.91363)"
3671571,Roma,VIA TIBURTINA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.55694,41.91363)"
3671571,Roma,VIA TIBURTINA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.55694,41.91363)"
3671595,Roma,VIA TIBURTINA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.52184,41.90533)"
3671595,Roma,VIA TIBURTINA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.52184,41.90533)"
3671595,Roma,VIA TIBURTINA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.52184,41.90533)"
3671609,Roma,VIA MARINO MAZZACURATI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41339,41.85041)"
3671609,Roma,VIA MARINO MAZZACURATI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41339,41.85041)"
3671609,Roma,VIA MARINO MAZZACURATI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41339,41.85041)"
3671609,Roma,VIA MARINO MAZZACURATI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41339,41.85041)"
3671609,Roma,VIA MARINO MAZZACURATI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41339,41.85041)"
3671628,Roma,VIALE DELLO STADIO OLIMPICO,Asciutto,Asfaltata,Sufficiente,"(12.45417,41.9299)"
3671656,Roma,VIA CAVOUR,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.49505,41.89646)"
3671660,Roma,VIA PIETRO MAFFI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41774,41.92338)"
3671662,Roma,VIALE DEI ROMAGNOLI,Asciutto,Asfaltata,Ore Diurne,"(12.32241,41.76913)"
3671662,Roma,VIALE DEI ROMAGNOLI,Asciutto,Asfaltata,Ore Diurne,"(12.32241,41.76913)"
3671662,Roma,VIALE DEI ROMAGNOLI,Asciutto,Asfaltata,Ore Diurne,"(12.32241,41.76913)"
3671668,Roma,VIA DI BACCANELLO,Asciutto,Asfaltata,Ore Diurne,"(12.34186,42.06666)"
3671668,Roma,VIA DI BACCANELLO,Asciutto,Asfaltata,Ore Diurne,"(12.34186,42.06666)"
3671668,Roma,VIA DI BACCANELLO,Asciutto,Asfaltata,Ore Diurne,"(12.34186,42.06666)"
3671689,Roma,VIA CARLO ROBERT,,,,"(,)"
3671741,Roma,VIA RODOLFO LANCIANI,Asciutto,Asfaltata,Ore Diurne,"(12.52297,41.92091)"
3671741,Roma,VIA RODOLFO LANCIANI,Asciutto,Asfaltata,Ore Diurne,"(12.52297,41.92091)"
3671746,Roma,VIALE DEL MURO TORTO,Asciutto,Asfaltata,Sufficiente,"(12.48332,41.90953)"
3671746,Roma,VIALE DEL MURO TORTO,Asciutto,Asfaltata,Sufficiente,"(12.48332,41.90953)"
3671746,Roma,VIALE DEL MURO TORTO,Asciutto,Asfaltata,Sufficiente,"(12.48332,41.90953)"
3671747,Roma,PIAZZA GALENO,Asciutto,Asfaltata,Ore Diurne,"(12.50926,41.91073)"
3671747,Roma,PIAZZA GALENO,Asciutto,Asfaltata,Ore Diurne,"(12.50926,41.91073)"
3671753,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Sufficiente,"(12.57376,41.92564)"
3671753,Roma,VIA TIBURTINA,Asciutto,Asfaltata,Sufficiente,"(12.57376,41.92564)"
3671755,Roma,VIALE DELL'UNIVERSITA',Bagnato (pioggia),Asfaltata,Sufficiente,"(12.51087,41.90398)"
3671755,Roma,VIALE DELL'UNIVERSITA',Bagnato (pioggia),Asfaltata,Sufficiente,"(12.51087,41.90398)"
3671755,Roma,VIALE DELL'UNIVERSITA',Bagnato (pioggia),Asfaltata,Sufficiente,"(12.51087,41.90398)"
3671755,Roma,VIALE DELL'UNIVERSITA',Bagnato (pioggia),Asfaltata,Sufficiente,"(12.51087,41.90398)"
3671761,Roma,VIA GIOVANNI BATTISTA MORGAGNI,Bagnato (pioggia),In cubetti di porfido,Sufficiente,"(12.51055,41.9098)"
3671766,Roma,VIALE LIBIA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.51795,41.93089)"
3671824,Roma,CIRCONVALLAZIONE NOMENTANA,Asciutto,Asfaltata,Sufficiente,"(12.5272,41.9185)"
3671834,Roma,VIALE TELESE,Asciutto,Asfaltata,Ore Diurne,"(12.54812,41.89203)"
3671834,Roma,VIALE TELESE,Asciutto,Asfaltata,Ore Diurne,"(12.54812,41.89203)"
3671928,Roma,VIALE DELLE MURA GIANICOLENSI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46186,41.88562)"
3671928,Roma,VIALE DELLE MURA GIANICOLENSI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46186,41.88562)"
3671928,Roma,VIALE DELLE MURA GIANICOLENSI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46186,41.88562)"
3671938,Roma,VIA OTTAVIO GASPARRI,Asciutto,Asfaltata,Ore Diurne,"(12.44193,41.87818)"
3671938,Roma,VIA OTTAVIO GASPARRI,Asciutto,Asfaltata,Ore Diurne,"(12.44193,41.87818)"
3671994,Roma,VIA DI BRAVETTA,Asciutto,Asfaltata,Ore Diurne,"(12.42221,41.87167)"
3671994,Roma,VIA DI BRAVETTA,Asciutto,Asfaltata,Ore Diurne,"(12.42221,41.87167)"
3671994,Roma,VIA DI BRAVETTA,Asciutto,Asfaltata,Ore Diurne,"(12.42221,41.87167)"
3672013,Roma,VIA DI MACCHIA SAPONARA,Asciutto,Asfaltata,Ore Diurne,"(12.35661,41.76927)"
3672013,Roma,VIA DI MACCHIA SAPONARA,Asciutto,Asfaltata,Ore Diurne,"(12.35661,41.76927)"
3672013,Roma,VIA DI MACCHIA SAPONARA,Asciutto,Asfaltata,Ore Diurne,"(12.35661,41.76927)"
3672013,Roma,VIA DI MACCHIA SAPONARA,Asciutto,Asfaltata,Ore Diurne,"(12.35661,41.76927)"
3672082,Roma,VIA DI BOCCEA,Asciutto,Asfaltata,Ore Diurne,"(12.38582,41.91434)"
3672082,Roma,VIA DI BOCCEA,Asciutto,Asfaltata,Ore Diurne,"(12.38582,41.91434)"
3672082,Roma,VIA DI BOCCEA,Asciutto,Asfaltata,Ore Diurne,"(12.38582,41.91434)"
3672096,Roma,LARGO CESARE BERTOLLA,Asciutto,Asfaltata,Ore Diurne,"(12.36039,41.78251)"
3672096,Roma,LARGO CESARE BERTOLLA,Asciutto,Asfaltata,Ore Diurne,"(12.36039,41.78251)"
3672096,Roma,LARGO CESARE BERTOLLA,Asciutto,Asfaltata,Ore Diurne,"(12.36039,41.78251)"
3672154,Roma,VIA VITTORIO VENETO,Asciutto,Asfaltata,Ore Diurne,"(12.49024,41.90644)"
3672154,Roma,VIA VITTORIO VENETO,Asciutto,Asfaltata,Ore Diurne,"(12.49024,41.90644)"
3672156,Roma,VIA DELLA BALDUINA,Asciutto,Asfaltata,Ore Diurne,"(12.44145,41.91872)"
3672156,Roma,VIA DELLA BALDUINA,Asciutto,Asfaltata,Ore Diurne,"(12.44145,41.91872)"
3672251,Roma,VIALE DELLE MURA GIANICOLENSI,,,,"(,)"
3672251,Roma,VIALE DELLE MURA GIANICOLENSI,,,,"(,)"
3672259,Roma,LARGO BRINDISI,Asciutto,Asfaltata,Ore Diurne,"(12.5108,41.88538)"
3672259,Roma,LARGO BRINDISI,Asciutto,Asfaltata,Ore Diurne,"(12.5108,41.88538)"
3672282,Roma,VIALE DELLE TERME DI CARACALLA,Asciutto,Asfaltata,Ore Diurne,"(12.4952,41.87889)"
3672282,Roma,VIALE DELLE TERME DI CARACALLA,Asciutto,Asfaltata,Ore Diurne,"(12.4952,41.87889)"
3672282,Roma,VIALE DELLE TERME DI CARACALLA,Asciutto,Asfaltata,Ore Diurne,"(12.4952,41.87889)"
3672299,Roma,VIA MONTE ZEBIO,Asciutto,Asfaltata,Ore Diurne,"(12.46522,41.91876)"
3672299,Roma,VIA MONTE ZEBIO,Asciutto,Asfaltata,Ore Diurne,"(12.46522,41.91876)"
3672307,Roma,VIA DELLA MERCEDE,Asciutto,In cubetti di porfido,Ore Diurne,"(12.48208,41.90369)"
3672307,Roma,VIA DELLA MERCEDE,Asciutto,In cubetti di porfido,Ore Diurne,"(12.48208,41.90369)"
3672340,Roma,VIALE DELLA PRIMAVERA,Asciutto,Asfaltata,Ore Diurne,"(12.56113,41.88437)"
3672340,Roma,VIALE DELLA PRIMAVERA,Asciutto,Asfaltata,Ore Diurne,"(12.56113,41.88437)"
3672371,Roma,VIA CASILINA,Asciutto,Asfaltata,Ore Diurne,"(12.53072,41.88437)"
3672371,Roma,VIA CASILINA,Asciutto,Asfaltata,Ore Diurne,"(12.53072,41.88437)"
3672382,Roma,VIA TOR DE' SCHIAVI,Asciutto,Asfaltata,Ore Diurne,"(12.56059,41.89065)"
3672382,Roma,VIA TOR DE' SCHIAVI,Asciutto,Asfaltata,Ore Diurne,"(12.56059,41.89065)"
3672409,Roma,VIA DI BOCCEA,Asciutto,Asfaltata,Ore Diurne,"(12.37296,41.92203)"
3672409,Roma,VIA DI BOCCEA,Asciutto,Asfaltata,Ore Diurne,"(12.37296,41.92203)"
3672409,Roma,VIA DI BOCCEA,Asciutto,Asfaltata,Ore Diurne,"(12.37296,41.92203)"
3672419,Roma,VIA TOR DE' SCHIAVI,Asciutto,Asfaltata,Sufficiente,"(12.56064,41.89071)"
3672419,Roma,VIA TOR DE' SCHIAVI,Asciutto,Asfaltata,Sufficiente,"(12.56064,41.89071)"
3672431,Roma,LUNGOTEVERE FLAMINIO,Asciutto,Asfaltata,Sufficiente,"(12.46605,41.92375)"
3672431,Roma,LUNGOTEVERE FLAMINIO,Asciutto,Asfaltata,Sufficiente,"(12.46605,41.92375)"
3672431,Roma,LUNGOTEVERE FLAMINIO,Asciutto,Asfaltata,Sufficiente,"(12.46605,41.92375)"
3672431,Roma,LUNGOTEVERE FLAMINIO,Asciutto,Asfaltata,Sufficiente,"(12.46605,41.92375)"
3672439,Roma,VIALE AMERICA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46294,41.83098)"
3672439,Roma,VIALE AMERICA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46294,41.83098)"
3672729,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Sufficiente,"(12.56533,41.85538)"
3672729,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Sufficiente,"(12.56533,41.85538)"
3672742,Roma,LARGO PRENESTE,Asciutto,Asfaltata,Sufficiente,"(12.54176,41.89263)"
3672742,Roma,LARGO PRENESTE,Asciutto,Asfaltata,Sufficiente,"(12.54176,41.89263)"
3672742,Roma,LARGO PRENESTE,Asciutto,Asfaltata,Sufficiente,"(12.54176,41.89263)"
3672750,Roma,VIALE GIUSTINIANO IMPERATORE,Asciutto,Asfaltata,Ore Diurne,"(12.48697,41.8554)"
3672750,Roma,VIALE GIUSTINIANO IMPERATORE,Asciutto,Asfaltata,Ore Diurne,"(12.48697,41.8554)"
3672751,Roma,PIAZZA ATTILIO PECILE,Asciutto,Asfaltata,Ore Diurne,"(12.48575,41.8688)"
3672751,Roma,PIAZZA ATTILIO PECILE,Asciutto,Asfaltata,Ore Diurne,"(12.48575,41.8688)"
3672755,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12.58113,41.89335)"
3672755,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Ore Diurne,"(12.58113,41.89335)"
3672758,Roma,VIALE DI VIGNA PIA,Asciutto,Asfaltata,Sufficiente,"(12.45939,41.86321)"
3672758,Roma,VIALE DI VIGNA PIA,Asciutto,Asfaltata,Sufficiente,"(12.45939,41.86321)"
3672760,Roma,VIALE DI S. PAOLO,Asciutto,Asfaltata,Sufficiente,"(12.4749,41.8595)"
3672760,Roma,VIALE DI S. PAOLO,Asciutto,Asfaltata,Sufficiente,"(12.4749,41.8595)"
3672760,Roma,VIALE DI S. PAOLO,Asciutto,Asfaltata,Sufficiente,"(12.4749,41.8595)"
3672774,Roma,VIA DI PONTE LADRONE,Asciutto,Asfaltata,Ore Diurne,"(12.3783,41.78552)"
3672774,Roma,VIA DI PONTE LADRONE,Asciutto,Asfaltata,Ore Diurne,"(12.3783,41.78552)"
3672774,Roma,VIA DI PONTE LADRONE,Asciutto,Asfaltata,Ore Diurne,"(12.3783,41.78552)"
3672774,Roma,VIA DI PONTE LADRONE,Asciutto,Asfaltata,Ore Diurne,"(12.3783,41.78552)"
3672774,Roma,VIA DI PONTE LADRONE,Asciutto,Asfaltata,Ore Diurne,"(12.3783,41.78552)"
3672778,Roma,VIA CAPO PALINURO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.28648,41.73593)"
3672778,Roma,VIA CAPO PALINURO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.28648,41.73593)"
3672786,Roma,VIALE DELLA MARINA,,,,"(,)"
3672786,Roma,VIALE DELLA MARINA,,,,"(,)"
3672812,Roma,VIA GIROLAMO DANDINI,Asciutto,Asfaltata,Ore Diurne,"(12.48925,41.87402)"
3672812,Roma,VIA GIROLAMO DANDINI,Asciutto,Asfaltata,Ore Diurne,"(12.48925,41.87402)"
3672815,Roma,CIRCONVALLAZIONE TIBURTINA,Asciutto,Asfaltata,Sufficiente,"(12.5279,41.89931)"
3672815,Roma,CIRCONVALLAZIONE TIBURTINA,Asciutto,Asfaltata,Sufficiente,"(12.5279,41.89931)"
3672815,Roma,CIRCONVALLAZIONE TIBURTINA,Asciutto,Asfaltata,Sufficiente,"(12.5279,41.89931)"
3672832,Roma,VIA DI CASAL DEL MARMO,Asciutto,Asfaltata,Sufficiente,"(12.38861,41.94215)"
3672832,Roma,VIA DI CASAL DEL MARMO,Asciutto,Asfaltata,Sufficiente,"(12.38861,41.94215)"
3672846,Roma,VIA FLAMINIA,Asciutto,Asfaltata,Ore Diurne,"(12.49157,41.97039)"
3672846,Roma,VIA FLAMINIA,Asciutto,Asfaltata,Ore Diurne,"(12.49157,41.97039)"
3672846,Roma,VIA FLAMINIA,Asciutto,Asfaltata,Ore Diurne,"(12.49157,41.97039)"
3672846,Roma,VIA FLAMINIA,Asciutto,Asfaltata,Ore Diurne,"(12.49157,41.97039)"
3672846,Roma,VIA FLAMINIA,Asciutto,Asfaltata,Ore Diurne,"(12.49157,41.97039)"
3672851,Roma,PIAZZA ALBANIA,Asciutto,In cubetti di porfido,Sufficiente,"(,)"
